pant,isPartial,keyword,region_code,region_name,date,dress,t-shirt
,False,dress,NL,NL,2026-01-09 04:00:00,51.0,
,False,dress,NL,NL,2026-01-09 05:00:00,30.0,
,False,dress,NL,NL,2026-01-09 06:00:00,27.0,
,False,dress,NL,NL,2026-01-09 07:00:00,32.0,
,False,dress,NL,NL,2026-01-09 08:00:00,34.0,
,False,dress,NL,NL,2026-01-09 09:00:00,35.0,
,False,dress,NL,NL,2026-01-09 10:00:00,33.0,
,False,dress,NL,NL,2026-01-09 11:00:00,40.0,
,False,dress,NL,NL,2026-01-09 12:00:00,35.0,
,False,dress,NL,NL,2026-01-09 13:00:00,43.0,
,False,dress,NL,NL,2026-01-09 14:00:00,43.0,
,False,dress,NL,NL,2026-01-09 15:00:00,45.0,
,False,dress,NL,NL,2026-01-09 16:00:00,51.0,
,False,dress,NL,NL,2026-01-09 17:00:00,48.0,
,False,dress,NL,NL,2026-01-09 18:00:00,54.0,
,False,dress,NL,NL,2026-01-09 19:00:00,55.0,
,False,dress,NL,NL,2026-01-09 20:00:00,60.0,
,False,dress,NL,NL,2026-01-09 21:00:00,62.0,
,False,dress,NL,NL,2026-01-09 22:00:00,66.0,
,False,dress,NL,NL,2026-01-09 23:00:00,73.0,
,False,dress,NL,NL,2026-01-10 00:00:00,95.0,
,False,dress,NL,NL,2026-01-10 01:00:00,88.0,
,False,dress,NL,NL,2026-01-10 02:00:00,66.0,
,False,dress,NL,NL,2026-01-10 03:00:00,73.0,
,False,dress,NL,NL,2026-01-10 04:00:00,61.0,
,False,dress,NL,NL,2026-01-10 05:00:00,43.0,
,False,dress,NL,NL,2026-01-10 06:00:00,51.0,
,False,dress,NL,NL,2026-01-10 07:00:00,40.0,
,False,dress,NL,NL,2026-01-10 08:00:00,40.0,
,False,dress,NL,NL,2026-01-10 09:00:00,42.0,
,False,dress,NL,NL,2026-01-10 10:00:00,48.0,
,False,dress,NL,NL,2026-01-10 11:00:00,42.0,
,False,dress,NL,NL,2026-01-10 12:00:00,44.0,
,False,dress,NL,NL,2026-01-10 13:00:00,52.0,
,True,dress,NL,NL,2026-01-10 14:00:00,0.0,
,False,t-shirt,NL,NL,2026-01-03 14:00:00,,74.0
,False,t-shirt,NL,NL,2026-01-03 15:00:00,,51.0
,False,t-shirt,NL,NL,2026-01-03 16:00:00,,69.0
,False,t-shirt,NL,NL,2026-01-03 17:00:00,,57.0
,False,t-shirt,NL,NL,2026-01-03 18:00:00,,45.0
,False,t-shirt,NL,NL,2026-01-03 19:00:00,,46.0
,False,t-shirt,NL,NL,2026-01-03 20:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-03 21:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-03 22:00:00,,29.0
,False,t-shirt,NL,NL,2026-01-03 23:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-04 00:00:00,,85.0
,False,t-shirt,NL,NL,2026-01-04 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 06:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-04 07:00:00,,56.0
,False,t-shirt,NL,NL,2026-01-04 08:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-04 09:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-04 10:00:00,,55.0
,False,t-shirt,NL,NL,2026-01-04 11:00:00,,61.0
,False,t-shirt,NL,NL,2026-01-04 12:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-04 13:00:00,,64.0
,False,t-shirt,NL,NL,2026-01-04 14:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-04 15:00:00,,65.0
,False,t-shirt,NL,NL,2026-01-04 16:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-04 17:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-04 18:00:00,,56.0
,False,t-shirt,NL,NL,2026-01-04 19:00:00,,55.0
,False,t-shirt,NL,NL,2026-01-04 20:00:00,,72.0
,False,t-shirt,NL,NL,2026-01-04 21:00:00,,68.0
,False,t-shirt,NL,NL,2026-01-04 22:00:00,,67.0
,False,t-shirt,NL,NL,2026-01-04 23:00:00,,90.0
,False,t-shirt,NL,NL,2026-01-05 00:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 06:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-05 07:00:00,,35.0
,False,t-shirt,NL,NL,2026-01-05 08:00:00,,30.0
,False,t-shirt,NL,NL,2026-01-05 09:00:00,,31.0
,False,t-shirt,NL,NL,2026-01-05 10:00:00,,39.0
,False,t-shirt,NL,NL,2026-01-05 11:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-05 12:00:00,,34.0
,False,t-shirt,NL,NL,2026-01-05 13:00:00,,28.0
,False,t-shirt,NL,NL,2026-01-05 14:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-05 15:00:00,,41.0
,False,t-shirt,NL,NL,2026-01-05 16:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-05 17:00:00,,45.0
,False,t-shirt,NL,NL,2026-01-05 18:00:00,,45.0
,False,t-shirt,NL,NL,2026-01-05 19:00:00,,62.0
,False,t-shirt,NL,NL,2026-01-05 20:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-05 21:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-05 22:00:00,,76.0
,False,t-shirt,NL,NL,2026-01-05 23:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 00:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-06 06:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-06 07:00:00,,25.0
,False,t-shirt,NL,NL,2026-01-06 08:00:00,,28.0
,False,t-shirt,NL,NL,2026-01-06 09:00:00,,44.0
,False,t-shirt,NL,NL,2026-01-06 10:00:00,,35.0
,False,t-shirt,NL,NL,2026-01-06 11:00:00,,37.0
,False,t-shirt,NL,NL,2026-01-06 12:00:00,,36.0
,False,t-shirt,NL,NL,2026-01-06 13:00:00,,41.0
,False,t-shirt,NL,NL,2026-01-06 14:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-06 15:00:00,,53.0
,False,t-shirt,NL,NL,2026-01-06 16:00:00,,46.0
,False,t-shirt,NL,NL,2026-01-06 17:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-06 18:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-06 19:00:00,,56.0
,False,t-shirt,NL,NL,2026-01-06 20:00:00,,61.0
,False,t-shirt,NL,NL,2026-01-06 21:00:00,,69.0
,False,t-shirt,NL,NL,2026-01-06 22:00:00,,61.0
,False,t-shirt,NL,NL,2026-01-06 23:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 00:00:00,,100.0
,False,t-shirt,NL,NL,2026-01-07 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-07 06:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-07 07:00:00,,25.0
,False,t-shirt,NL,NL,2026-01-07 08:00:00,,35.0
,False,t-shirt,NL,NL,2026-01-07 09:00:00,,31.0
,False,t-shirt,NL,NL,2026-01-07 10:00:00,,39.0
,False,t-shirt,NL,NL,2026-01-07 11:00:00,,55.0
,False,t-shirt,NL,NL,2026-01-07 12:00:00,,35.0
,False,t-shirt,NL,NL,2026-01-07 13:00:00,,44.0
,False,t-shirt,NL,NL,2026-01-07 14:00:00,,41.0
,False,t-shirt,NL,NL,2026-01-07 15:00:00,,39.0
,False,t-shirt,NL,NL,2026-01-07 16:00:00,,44.0
,False,t-shirt,NL,NL,2026-01-07 17:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-07 18:00:00,,46.0
,False,t-shirt,NL,NL,2026-01-07 19:00:00,,54.0
,False,t-shirt,NL,NL,2026-01-07 20:00:00,,65.0
,False,t-shirt,NL,NL,2026-01-07 21:00:00,,55.0
,False,t-shirt,NL,NL,2026-01-07 22:00:00,,54.0
,False,t-shirt,NL,NL,2026-01-07 23:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 00:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 06:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-08 07:00:00,,30.0
,False,t-shirt,NL,NL,2026-01-08 08:00:00,,32.0
,False,t-shirt,NL,NL,2026-01-08 09:00:00,,44.0
,False,t-shirt,NL,NL,2026-01-08 10:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-08 11:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-08 12:00:00,,41.0
,False,t-shirt,NL,NL,2026-01-08 13:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-08 14:00:00,,53.0
,False,t-shirt,NL,NL,2026-01-08 15:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-08 16:00:00,,33.0
,False,t-shirt,NL,NL,2026-01-08 17:00:00,,39.0
,False,t-shirt,NL,NL,2026-01-08 18:00:00,,60.0
,False,t-shirt,NL,NL,2026-01-08 19:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-08 20:00:00,,58.0
,False,t-shirt,NL,NL,2026-01-08 21:00:00,,51.0
,False,t-shirt,NL,NL,2026-01-08 22:00:00,,60.0
,False,t-shirt,NL,NL,2026-01-08 23:00:00,,79.0
,False,t-shirt,NL,NL,2026-01-09 00:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 06:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 07:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-09 08:00:00,,33.0
,False,t-shirt,NL,NL,2026-01-09 09:00:00,,29.0
,False,t-shirt,NL,NL,2026-01-09 10:00:00,,41.0
,False,t-shirt,NL,NL,2026-01-09 11:00:00,,47.0
,False,t-shirt,NL,NL,2026-01-09 12:00:00,,38.0
,False,t-shirt,NL,NL,2026-01-09 13:00:00,,52.0
,False,t-shirt,NL,NL,2026-01-09 14:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-09 15:00:00,,52.0
,False,t-shirt,NL,NL,2026-01-09 16:00:00,,38.0
,False,t-shirt,NL,NL,2026-01-09 17:00:00,,61.0
,False,t-shirt,NL,NL,2026-01-09 18:00:00,,63.0
,False,t-shirt,NL,NL,2026-01-09 19:00:00,,44.0
,False,t-shirt,NL,NL,2026-01-09 20:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-09 21:00:00,,54.0
,False,t-shirt,NL,NL,2026-01-09 22:00:00,,77.0
,False,t-shirt,NL,NL,2026-01-09 23:00:00,,70.0
,False,t-shirt,NL,NL,2026-01-10 00:00:00,,81.0
,False,t-shirt,NL,NL,2026-01-10 01:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 02:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 03:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 04:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 05:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 06:00:00,,0.0
,False,t-shirt,NL,NL,2026-01-10 07:00:00,,54.0
,False,t-shirt,NL,NL,2026-01-10 08:00:00,,35.0
,False,t-shirt,NL,NL,2026-01-10 09:00:00,,43.0
,False,t-shirt,NL,NL,2026-01-10 10:00:00,,50.0
,False,t-shirt,NL,NL,2026-01-10 11:00:00,,49.0
,False,t-shirt,NL,NL,2026-01-10 12:00:00,,66.0
,False,t-shirt,NL,NL,2026-01-10 13:00:00,,64.0
,True,t-shirt,NL,NL,2026-01-10 14:00:00,,0.0
29.0,False,pant,SE,SE,2026-01-03 14:00:00,,
36.0,False,pant,SE,SE,2026-01-03 15:00:00,,
24.0,False,pant,SE,SE,2026-01-03 16:00:00,,
32.0,False,pant,SE,SE,2026-01-03 17:00:00,,
23.0,False,pant,SE,SE,2026-01-03 18:00:00,,
25.0,False,pant,SE,SE,2026-01-03 19:00:00,,
24.0,False,pant,SE,SE,2026-01-03 20:00:00,,
29.0,False,pant,SE,SE,2026-01-03 21:00:00,,
22.0,False,pant,SE,SE,2026-01-03 22:00:00,,
26.0,False,pant,SE,SE,2026-01-03 23:00:00,,
0.0,False,pant,SE,SE,2026-01-04 00:00:00,,
0.0,False,pant,SE,SE,2026-01-04 01:00:00,,
0.0,False,pant,SE,SE,2026-01-04 02:00:00,,
0.0,False,pant,SE,SE,2026-01-04 03:00:00,,
0.0,False,pant,SE,SE,2026-01-04 04:00:00,,
0.0,False,pant,SE,SE,2026-01-04 05:00:00,,
0.0,False,pant,SE,SE,2026-01-04 06:00:00,,
0.0,False,pant,SE,SE,2026-01-04 07:00:00,,
35.0,False,pant,SE,SE,2026-01-04 08:00:00,,
29.0,False,pant,SE,SE,2026-01-04 09:00:00,,
25.0,False,pant,SE,SE,2026-01-04 10:00:00,,
36.0,False,pant,SE,SE,2026-01-04 11:00:00,,
45.0,False,pant,SE,SE,2026-01-04 12:00:00,,
35.0,False,pant,SE,SE,2026-01-04 13:00:00,,
38.0,False,pant,SE,SE,2026-01-04 14:00:00,,
33.0,False,pant,SE,SE,2026-01-04 15:00:00,,
29.0,False,pant,SE,SE,2026-01-04 16:00:00,,
37.0,False,pant,SE,SE,2026-01-04 17:00:00,,
29.0,False,pant,SE,SE,2026-01-04 18:00:00,,
21.0,False,pant,SE,SE,2026-01-04 19:00:00,,
36.0,False,pant,SE,SE,2026-01-04 20:00:00,,
35.0,False,pant,SE,SE,2026-01-04 21:00:00,,
20.0,False,pant,SE,SE,2026-01-04 22:00:00,,
0.0,False,pant,SE,SE,2026-01-04 23:00:00,,
0.0,False,pant,SE,SE,2026-01-05 00:00:00,,
0.0,False,pant,SE,SE,2026-01-05 01:00:00,,
0.0,False,pant,SE,SE,2026-01-05 02:00:00,,
0.0,False,pant,SE,SE,2026-01-05 03:00:00,,
0.0,False,pant,SE,SE,2026-01-05 04:00:00,,
0.0,False,pant,SE,SE,2026-01-05 05:00:00,,
0.0,False,pant,SE,SE,2026-01-05 06:00:00,,
0.0,False,pant,SE,SE,2026-01-05 07:00:00,,
22.0,False,pant,SE,SE,2026-01-05 08:00:00,,
30.0,False,pant,SE,SE,2026-01-05 09:00:00,,
26.0,False,pant,SE,SE,2026-01-05 10:00:00,,
32.0,False,pant,SE,SE,2026-01-05 11:00:00,,
33.0,False,pant,SE,SE,2026-01-05 12:00:00,,
30.0,False,pant,SE,SE,2026-01-05 13:00:00,,
26.0,False,pant,SE,SE,2026-01-05 14:00:00,,
32.0,False,pant,SE,SE,2026-01-05 15:00:00,,
34.0,False,pant,SE,SE,2026-01-05 16:00:00,,
20.0,False,pant,SE,SE,2026-01-05 17:00:00,,
23.0,False,pant,SE,SE,2026-01-05 18:00:00,,
23.0,False,pant,SE,SE,2026-01-05 19:00:00,,
30.0,False,pant,SE,SE,2026-01-05 20:00:00,,
21.0,False,pant,SE,SE,2026-01-05 21:00:00,,
26.0,False,pant,SE,SE,2026-01-05 22:00:00,,
0.0,False,pant,SE,SE,2026-01-05 23:00:00,,
0.0,False,pant,SE,SE,2026-01-06 00:00:00,,
0.0,False,pant,SE,SE,2026-01-06 01:00:00,,
0.0,False,pant,SE,SE,2026-01-06 02:00:00,,
0.0,False,pant,SE,SE,2026-01-06 03:00:00,,
0.0,False,pant,SE,SE,2026-01-06 04:00:00,,
0.0,False,pant,SE,SE,2026-01-06 05:00:00,,
0.0,False,pant,SE,SE,2026-01-06 06:00:00,,
28.0,False,pant,SE,SE,2026-01-06 07:00:00,,
20.0,False,pant,SE,SE,2026-01-06 08:00:00,,
31.0,False,pant,SE,SE,2026-01-06 09:00:00,,
30.0,False,pant,SE,SE,2026-01-06 10:00:00,,
24.0,False,pant,SE,SE,2026-01-06 11:00:00,,
29.0,False,pant,SE,SE,2026-01-06 12:00:00,,
30.0,False,pant,SE,SE,2026-01-06 13:00:00,,
37.0,False,pant,SE,SE,2026-01-06 14:00:00,,
34.0,False,pant,SE,SE,2026-01-06 15:00:00,,
25.0,False,pant,SE,SE,2026-01-06 16:00:00,,
19.0,False,pant,SE,SE,2026-01-06 17:00:00,,
25.0,False,pant,SE,SE,2026-01-06 18:00:00,,
32.0,False,pant,SE,SE,2026-01-06 19:00:00,,
23.0,False,pant,SE,SE,2026-01-06 20:00:00,,
32.0,False,pant,SE,SE,2026-01-06 21:00:00,,
21.0,False,pant,SE,SE,2026-01-06 22:00:00,,
0.0,False,pant,SE,SE,2026-01-06 23:00:00,,
43.0,False,pant,SE,SE,2026-01-07 00:00:00,,
0.0,False,pant,SE,SE,2026-01-07 01:00:00,,
0.0,False,pant,SE,SE,2026-01-07 02:00:00,,
0.0,False,pant,SE,SE,2026-01-07 03:00:00,,
0.0,False,pant,SE,SE,2026-01-07 04:00:00,,
0.0,False,pant,SE,SE,2026-01-07 05:00:00,,
0.0,False,pant,SE,SE,2026-01-07 06:00:00,,
15.0,False,pant,SE,SE,2026-01-07 07:00:00,,
16.0,False,pant,SE,SE,2026-01-07 08:00:00,,
0.0,False,pant,SE,SE,2026-01-07 09:00:00,,
22.0,False,pant,SE,SE,2026-01-07 10:00:00,,
15.0,False,pant,SE,SE,2026-01-07 11:00:00,,
25.0,False,pant,SE,SE,2026-01-07 12:00:00,,
21.0,False,pant,SE,SE,2026-01-07 13:00:00,,
21.0,False,pant,SE,SE,2026-01-07 14:00:00,,
15.0,False,pant,SE,SE,2026-01-07 15:00:00,,
23.0,False,pant,SE,SE,2026-01-07 16:00:00,,
26.0,False,pant,SE,SE,2026-01-07 17:00:00,,
35.0,False,pant,SE,SE,2026-01-07 18:00:00,,
26.0,False,pant,SE,SE,2026-01-07 19:00:00,,
25.0,False,pant,SE,SE,2026-01-07 20:00:00,,
22.0,False,pant,SE,SE,2026-01-07 21:00:00,,
19.0,False,pant,SE,SE,2026-01-07 22:00:00,,
0.0,False,pant,SE,SE,2026-01-07 23:00:00,,
0.0,False,pant,SE,SE,2026-01-08 00:00:00,,
0.0,False,pant,SE,SE,2026-01-08 01:00:00,,
0.0,False,pant,SE,SE,2026-01-08 02:00:00,,
0.0,False,pant,SE,SE,2026-01-08 03:00:00,,
0.0,False,pant,SE,SE,2026-01-08 04:00:00,,
0.0,False,pant,SE,SE,2026-01-08 05:00:00,,
19.0,False,pant,SE,SE,2026-01-08 06:00:00,,
12.0,False,pant,SE,SE,2026-01-08 07:00:00,,
26.0,False,pant,SE,SE,2026-01-08 08:00:00,,
18.0,False,pant,SE,SE,2026-01-08 09:00:00,,
20.0,False,pant,SE,SE,2026-01-08 10:00:00,,
20.0,False,pant,SE,SE,2026-01-08 11:00:00,,
24.0,False,pant,SE,SE,2026-01-08 12:00:00,,
19.0,False,pant,SE,SE,2026-01-08 13:00:00,,
11.0,False,pant,SE,SE,2026-01-08 14:00:00,,
24.0,False,pant,SE,SE,2026-01-08 15:00:00,,
19.0,False,pant,SE,SE,2026-01-08 16:00:00,,
21.0,False,pant,SE,SE,2026-01-08 17:00:00,,
25.0,False,pant,SE,SE,2026-01-08 18:00:00,,
21.0,False,pant,SE,SE,2026-01-08 19:00:00,,
33.0,False,pant,SE,SE,2026-01-08 20:00:00,,
30.0,False,pant,SE,SE,2026-01-08 21:00:00,,
33.0,False,pant,SE,SE,2026-01-08 22:00:00,,
29.0,False,pant,SE,SE,2026-01-08 23:00:00,,
0.0,False,pant,SE,SE,2026-01-09 00:00:00,,
100.0,False,pant,SE,SE,2026-01-09 01:00:00,,
0.0,False,pant,SE,SE,2026-01-09 02:00:00,,
0.0,False,pant,SE,SE,2026-01-09 03:00:00,,
0.0,False,pant,SE,SE,2026-01-09 04:00:00,,
0.0,False,pant,SE,SE,2026-01-09 05:00:00,,
0.0,False,pant,SE,SE,2026-01-09 06:00:00,,
19.0,False,pant,SE,SE,2026-01-09 07:00:00,,
20.0,False,pant,SE,SE,2026-01-09 08:00:00,,
18.0,False,pant,SE,SE,2026-01-09 09:00:00,,
25.0,False,pant,SE,SE,2026-01-09 10:00:00,,
23.0,False,pant,SE,SE,2026-01-09 11:00:00,,
28.0,False,pant,SE,SE,2026-01-09 12:00:00,,
27.0,False,pant,SE,SE,2026-01-09 13:00:00,,
26.0,False,pant,SE,SE,2026-01-09 14:00:00,,
19.0,False,pant,SE,SE,2026-01-09 15:00:00,,
26.0,False,pant,SE,SE,2026-01-09 16:00:00,,
28.0,False,pant,SE,SE,2026-01-09 17:00:00,,
19.0,False,pant,SE,SE,2026-01-09 18:00:00,,
19.0,False,pant,SE,SE,2026-01-09 19:00:00,,
20.0,False,pant,SE,SE,2026-01-09 20:00:00,,
20.0,False,pant,SE,SE,2026-01-09 21:00:00,,
22.0,False,pant,SE,SE,2026-01-09 22:00:00,,
26.0,False,pant,SE,SE,2026-01-09 23:00:00,,
0.0,False,pant,SE,SE,2026-01-10 00:00:00,,
0.0,False,pant,SE,SE,2026-01-10 01:00:00,,
0.0,False,pant,SE,SE,2026-01-10 02:00:00,,
0.0,False,pant,SE,SE,2026-01-10 03:00:00,,
0.0,False,pant,SE,SE,2026-01-10 04:00:00,,
0.0,False,pant,SE,SE,2026-01-10 05:00:00,,
34.0,False,pant,SE,SE,2026-01-10 06:00:00,,
22.0,False,pant,SE,SE,2026-01-10 07:00:00,,
23.0,False,pant,SE,SE,2026-01-10 08:00:00,,
37.0,False,pant,SE,SE,2026-01-10 09:00:00,,
34.0,False,pant,SE,SE,2026-01-10 10:00:00,,
29.0,False,pant,SE,SE,2026-01-10 11:00:00,,
40.0,False,pant,SE,SE,2026-01-10 12:00:00,,
30.0,False,pant,SE,SE,2026-01-10 13:00:00,,
0.0,True,pant,SE,SE,2026-01-10 14:00:00,,
,False,dress,SE,SE,2026-01-03 14:00:00,39.0,
,False,dress,SE,SE,2026-01-03 15:00:00,47.0,
,False,dress,SE,SE,2026-01-03 16:00:00,45.0,
,False,dress,SE,SE,2026-01-03 17:00:00,44.0,
,False,dress,SE,SE,2026-01-03 18:00:00,50.0,
,False,dress,SE,SE,2026-01-03 19:00:00,51.0,
,False,dress,SE,SE,2026-01-03 20:00:00,48.0,
,False,dress,SE,SE,2026-01-03 21:00:00,57.0,
,False,dress,SE,SE,2026-01-03 22:00:00,57.0,
,False,dress,SE,SE,2026-01-03 23:00:00,64.0,
,False,dress,SE,SE,2026-01-04 00:00:00,75.0,
,False,dress,SE,SE,2026-01-04 01:00:00,74.0,
,False,dress,SE,SE,2026-01-04 02:00:00,68.0,
,False,dress,SE,SE,2026-01-04 03:00:00,63.0,
,False,dress,SE,SE,2026-01-04 04:00:00,0.0,
,False,dress,SE,SE,2026-01-04 05:00:00,32.0,
,False,dress,SE,SE,2026-01-04 06:00:00,39.0,
,False,dress,SE,SE,2026-01-04 07:00:00,27.0,
,False,dress,SE,SE,2026-01-04 08:00:00,30.0,
,False,dress,SE,SE,2026-01-04 09:00:00,40.0,
,False,dress,SE,SE,2026-01-04 10:00:00,34.0,
,False,dress,SE,SE,2026-01-04 11:00:00,40.0,
,False,dress,SE,SE,2026-01-04 12:00:00,45.0,
,False,dress,SE,SE,2026-01-04 13:00:00,43.0,
,False,dress,SE,SE,2026-01-04 14:00:00,46.0,
,False,dress,SE,SE,2026-01-04 15:00:00,43.0,
,False,dress,SE,SE,2026-01-04 16:00:00,48.0,
,False,dress,SE,SE,2026-01-04 17:00:00,43.0,
,False,dress,SE,SE,2026-01-04 18:00:00,50.0,
,False,dress,SE,SE,2026-01-04 19:00:00,53.0,
,False,dress,SE,SE,2026-01-04 20:00:00,55.0,
,False,dress,SE,SE,2026-01-04 21:00:00,56.0,
,False,dress,SE,SE,2026-01-04 22:00:00,59.0,
,False,dress,SE,SE,2026-01-04 23:00:00,79.0,
,False,dress,SE,SE,2026-01-05 00:00:00,84.0,
,False,dress,SE,SE,2026-01-05 01:00:00,82.0,
,False,dress,SE,SE,2026-01-05 02:00:00,66.0,
,False,dress,SE,SE,2026-01-05 03:00:00,65.0,
,False,dress,SE,SE,2026-01-05 04:00:00,42.0,
,False,dress,SE,SE,2026-01-05 05:00:00,34.0,
,False,dress,SE,SE,2026-01-05 06:00:00,28.0,
,False,dress,SE,SE,2026-01-05 07:00:00,27.0,
,False,dress,SE,SE,2026-01-05 08:00:00,26.0,
,False,dress,SE,SE,2026-01-05 09:00:00,34.0,
,False,dress,SE,SE,2026-01-05 10:00:00,32.0,
,False,dress,SE,SE,2026-01-05 11:00:00,34.0,
,False,dress,SE,SE,2026-01-05 12:00:00,33.0,
,False,dress,SE,SE,2026-01-05 13:00:00,38.0,
,False,dress,SE,SE,2026-01-05 14:00:00,38.0,
,False,dress,SE,SE,2026-01-05 15:00:00,48.0,
,False,dress,SE,SE,2026-01-05 16:00:00,43.0,
,False,dress,SE,SE,2026-01-05 17:00:00,46.0,
,False,dress,SE,SE,2026-01-05 18:00:00,48.0,
,False,dress,SE,SE,2026-01-05 19:00:00,53.0,
,False,dress,SE,SE,2026-01-05 20:00:00,53.0,
,False,dress,SE,SE,2026-01-05 21:00:00,61.0,
,False,dress,SE,SE,2026-01-05 22:00:00,67.0,
,False,dress,SE,SE,2026-01-05 23:00:00,74.0,
,False,dress,SE,SE,2026-01-06 00:00:00,75.0,
,False,dress,SE,SE,2026-01-06 01:00:00,70.0,
,False,dress,SE,SE,2026-01-06 02:00:00,65.0,
,False,dress,SE,SE,2026-01-06 03:00:00,87.0,
,False,dress,SE,SE,2026-01-06 04:00:00,41.0,
,False,dress,SE,SE,2026-01-06 05:00:00,38.0,
,False,dress,SE,SE,2026-01-06 06:00:00,32.0,
,False,dress,SE,SE,2026-01-06 07:00:00,36.0,
,False,dress,SE,SE,2026-01-06 08:00:00,29.0,
,False,dress,SE,SE,2026-01-06 09:00:00,36.0,
,False,dress,SE,SE,2026-01-06 10:00:00,40.0,
,False,dress,SE,SE,2026-01-06 11:00:00,38.0,
,False,dress,SE,SE,2026-01-06 12:00:00,40.0,
,False,dress,SE,SE,2026-01-06 13:00:00,43.0,
,False,dress,SE,SE,2026-01-06 14:00:00,47.0,
,False,dress,SE,SE,2026-01-06 15:00:00,46.0,
,False,dress,SE,SE,2026-01-06 16:00:00,46.0,
